,车牌号,车牌颜色,车辆种类,是否为运政车辆,辖区省,辖区市,辖区县,辖区镇,业户代码,业户名称,运营商代码,运营商名称,设备编码,终端类型,首次上传时间,最近定位时间,最近经度,最近纬度,GPS安装情况,是否上传GPS数据,年审日期,状态
3318,粤GJ0926,黄色,重型货车,是,广东,湛江,坡头,麻斜,G1011601,庞土金,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2017/1/16 15:04:56,2018-11-02 22:44:54,110.3546,21.158,已安装符合部标+北斗,是,2018-08-14,营运
3319,粤GR9402,黄色,重型货车,是,广东,湛江,遂溪,黄略,G6010573,殷光志,1443364880,湛江博佳电子科技有限公司,10765,北斗,2018/1/4 13:14:02,2018-11-02 22:45:53,110.3657,21.3518,已安装符合部标+北斗,是,2018-01-23,营运
3320,粤GR9400,黄色,重型货车,是,广东,湛江,遂溪,黄略,G6010573,殷光志,1443364880,湛江博佳电子科技有限公司,10765,北斗,2017/8/9 15:07:00,2018-11-02 18:42:16,110.3661,21.3515,已安装符合部标+北斗,是,2017-09-20,营运
3321,粤GR9400,黄色,重型货车,是,广东,湛江,遂溪,黄略,G6010573,殷光志,1443364880,湛江博佳电子科技有限公司,10765,北斗,2017/8/9 15:07:00,2018-11-02 18:42:16,110.3661,21.3515,已安装符合部标+北斗,是,2017-09-20,营运
3322,粤G48128,黄色,重型货车,是,广东,湛江,徐闻,迈陈,G5001117,黄尾玖,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2018/8/24 20:23:09,2018-11-02 22:45:00,109.9526,22.2071,已安装符合部标+北斗,是,,营运
3323,粤G48129,黄色,重型货车,是,广东,湛江,雷州,调风,G2029031,周景,1443364866,广东恒慧信息科技有限公司,10476,北斗,2016/5/23 16:04:38,2018-11-02 22:46:00,110.0595,20.8794,已安装符合部标+北斗,是,2018-09-27,营运
3324,粤GB056警,白色,,否,广东,湛江,,,,,1443364870,湛江半岛北斗天云卫星定位系统有限公司,KM-01,未知,2018/3/18 16:48:16,2018-11-02 22:46:43,110.3772,21.2546,其他,是,,
3325,粤G50445,黄色,客运班车,是,广东,湛江,霞山,,G1000040,广东省湛江市交通运输集团客运有限公司,1443364866,广东恒慧信息科技有限公司,10890,北斗,2009/6/11 0:00:00,2018-11-02 18:11:50,110.7505,21.4067,已安装符合部标+北斗,是,2018-05-21,营运
3326,粤GJ0932,黄色,客运班车,是,广东,湛江,雷州,,G2000002,雷州市粤通运输有限责任公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10877,北斗,2018/9/29 17:42:07,2018-11-02 22:42:49,109.8562,20.5589,已安装符合部标+北斗,是,,营运
3327,粤G51773,黄色,重型货车,是,广东,湛江,赤坎,,G1047462,梁锦斌,1443364872,湛江粤嘉电子科技有限公司,10765,北斗,2013/5/30 0:00:00,2018-11-02 22:46:47,110.3954,21.2339,已安装符合部标+北斗,是,2018-05-11,营运
3328,粤GU6983,黄色,客运班车,是,广东,湛江,廉江,,G3000001,广东省湛江汽车运输集团有限公司五0七车队,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2013/12/9 0:00:00,2018-11-02 22:45:55,112.0043,21.9281,已安装符合部标+北斗,是,2018-10-08,营运
3329,粤GJ0933,黄色,重型货车,是,广东,湛江,麻章,麻章,G1038321,陈秀力,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2018/8/6 16:14:54,2018-11-02 22:46:27,109.6742,19.8392,已安装符合部标+北斗,是,2018-08-08,营运
3330,粤G48122,黄色,客运班车,是,广东,湛江,霞山,,G1000054,湛江市运通旅游汽车有限公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2018/9/26 11:43:21,2018-11-02 22:41:41,110.772,21.4492,已安装符合部标+北斗,是,,营运
3331,粤G51747,黄色,危险货运,是,广东,湛江,霞山,,G1038962,广东利明达能源有限公司,1443364866,广东恒慧信息科技有限公司,10383,北斗,2017/8/4 23:00:36,2018-11-02 22:36:52,113.3477,22.4045,已安装符合部标+北斗,是,2018-07-05,营运
3332,粤G51746,黄色,重型货车,是,广东,湛江,赤坎,,G1047462,梁锦斌,1443364872,湛江粤嘉电子科技有限公司,10765,北斗,2013/5/30 0:00:00,2018-11-02 22:47:20,110.3175,21.2903,已安装符合部标+北斗,是,2018-05-11,营运
3333,粤GB057警,白色,,否,广东,湛江,,,,,1443364870,湛江半岛北斗天云卫星定位系统有限公司,KM-01,未知,2018/3/21 15:02:37,2018-11-02 22:46:42,110.3776,21.2549,其他,是,,
3334,粤G51745,黄色,危险货运,是,广东,湛江,霞山,,G1038962,广东利明达能源有限公司,1443364866,广东恒慧信息科技有限公司,10383,北斗,2017/4/10 18:42:49,2018-11-02 22:40:17,109.1036,21.0574,已安装符合部标+北斗,是,2018-05-16,营运
3335,粤G51742,黄色,危险货运,是,广东,湛江,霞山,,G1038962,广东利明达能源有限公司,1443364866,广东恒慧信息科技有限公司,10788,北斗,2017/8/14 2:39:02,2018-11-02 22:44:36,110.2655,21.1736,已安装符合部标+北斗,是,2018-01-15,营运
3336,粤GJ0945,黄色,重型货车,是,广东,湛江,徐闻,城北,G5014856,祝文照,1443364866,广东恒慧信息科技有限公司,10476,北斗,2018/9/22 10:12:12,2018-11-02 22:47:15,110.1207,20.3635,已安装符合部标+北斗,是,2018-09-29,营运
3337,粤GL4919,黄色,,否,广东,湛江,,,,,1443364867,湛江市盈仁电子科技有限公司,10730,北斗,2015/4/1 13:12:55,2015/12/29 8:40:12,110.1711,20.3315,已安装符合部标+北斗,是,,
3338,粤GL4919,蓝色,出租客运,是,广东,湛江,徐闻,徐城,G5002548,徐闻县金源出租车有限公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/8/15 16:05:37,2018-11-02 22:46:26,110.1651,20.334,已安装符合部标+北斗,是,2018-09-06,营运
3339,粤G51752,黄色,重型货车,是,广东,湛江,赤坎,,G1026967,郑进养,1443364880,湛江博佳电子科技有限公司,10730,北斗,2013/6/7 0:00:00,2018-11-02 21:28:01,110.2906,21.2776,已安装符合部标+北斗,是,2018-02-08,营运
3340,粤G51752,蓝色,,否,广东,湛江,,,,,1443233836,佛山市顺德区绿盾防盗器材设备有限公司,10006,JT808,2015/4/10 18:45:56,2015/4/10 20:42:18,109.728,21.6337,已安装符合部标,是,,
3341,粤G51751,黄色,重型货车,是,广东,湛江,霞山,,G1040906,湛江锦程物流有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2017/8/15 11:57:55,2018-11-02 22:47:25,110.4958,21.0652,已安装符合部标+北斗,是,2018-05-30,营运
3342,粤GJ0956,黄色,重型货车,是,广东,湛江,麻章,湖光,G1060419,彭国龙,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2018/10/9 15:05:45,2018-11-02 22:47:42,110.2651,21.1255,已安装符合部标+北斗,是,2018-10-23,营运
3343,粤GJ0956,蓝色,普通货运,是,广东,湛江,麻章,麻章,G1045640,蒋小群,,,,未知,,,0,0,未安装,否,2014-11-11,注销
3344,粤GJ0959,黄色,重型货车,是,广东,湛江,徐闻,城北,G5003675,沈玉惠,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2018/8/17 18:43:12,2018-11-02 22:46:50,109.9497,20.7662,已安装符合部标+北斗,是,,营运
3345,粤GC7648,黄色,重型货车,是,广东,湛江,霞山,,G1048034,广东中铭物流有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2017/11/3 8:19:35,2018-11-02 15:30:32,110.3855,21.1748,已安装符合部标+北斗,是,2018-07-16,营运
3346,粤G50E90,蓝色,出租客运,是,广东,湛江,城区,,G1047422,湛江市金通出租汽车有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10375,北斗,2016/9/11 12:20:00,2018-11-02 22:47:46,110.3692,21.2766,已安装符合部标+北斗,是,2018-09-30,营运
3347,粤G50476,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6024285,朱均,1443364875,广州航德信息科技有限公司,10476,北斗,2016/4/22 15:49:19,2018-11-02 22:47:42,110.2663,21.6003,已安装符合部标+北斗,是,2018-08-03,营运
3348,粤GE1946,黄色,重型货车,是,广东,湛江,雷州,,G2028358,陈腾,1443364875,广州航德信息科技有限公司,10476,北斗,2018/6/27 10:18:13,2018-11-02 22:47:30,110.0567,20.9418,已安装符合部标+北斗,是,2018-06-20,营运
3349,粤GE1949,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6012258,陈彬,1443364875,广州航德信息科技有限公司,10476,北斗,2018/4/17 10:40:53,2018-11-02 18:07:11,110.2528,21.4983,已安装符合部标+北斗,是,2018-09-21,营运
3350,粤GE1943,黄色,重型货车,是,广东,湛江,雷州,雷城,G2014238,王碧玉,1443364866,广东恒慧信息科技有限公司,10476,北斗,2018/6/26 15:38:08,2018-11-02 21:25:49,110.826,21.4322,已安装符合部标+北斗,是,2018-06-29,营运
3351,粤G48150,黄色,客运班车,是,广东,湛江,赤坎,,G1000001,广东省湛江汽车运输集团有限公司五0一车队,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/8/15 10:50:52,2018-11-02 22:47:31,111.511,21.715,已安装符合部标+北斗,是,2018-10-22,营运
3352,粤GC7651,黄色,重型货车,是,广东,湛江,雷州,调风,G2027846,钟挺,1443364875,广州航德信息科技有限公司,10476,北斗,2018/3/28 15:27:19,2018-11-01 18:18:57,110.0259,20.6987,已安装符合部标+北斗,是,2018-04-20,营运
3353,粤G48155,黄色,重型货车,是,广东,湛江,赤坎,,G1035185,湛江市鼎盛物流有限公司,1443364869,湛江丽普盾高新科技有限公司,10765,北斗,2018/10/16 10:39:45,2018-11-02 22:46:58,110.379,21.1966,已安装符合部标+北斗,是,2018-10-16,营运
3354,粤GE0610,黄色,客运班车,是,广东,湛江,雷州,,G2000002,雷州市粤通运输有限责任公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10877,北斗,2016/1/14 0:00:00,2018-11-02 22:38:51,110.0576,20.9209,已安装符合部标+北斗,是,2018-09-25,营运
3355,粤GC7637,黄色,重型货车,是,广东,湛江,遂溪,黄略,G6012984,叶军,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2018/5/17 12:18:12,2018-11-02 22:47:25,110.3704,21.3645,已安装符合部标+北斗,是,2018-07-19,营运
3356,粤GJ3165,黄色,客运班车,是,广东,湛江,徐闻,徐城镇,G5000009,徐闻县湛闻汽车运输有限责任公司,1443364866,广东恒慧信息科技有限公司,10383,北斗,2012/1/9 0:00:00,2018-11-02 22:47:51,110.2088,20.2757,已安装符合部标+北斗,是,2018-05-23,营运
3357,粤GJ3168,黄色,客运班车,是,广东,湛江,徐闻,徐城,G5000009,徐闻县湛闻汽车运输有限责任公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2012/1/19 0:00:00,2018-11-02 22:47:53,110.2385,21.2748,已安装符合部标+北斗,是,2018-08-31,营运
3358,粤GJ3162,黄色,重型货车,是,广东,湛江,徐闻,龙塘,G5002995,欧光焦,1443364866,广东恒慧信息科技有限公司,10476,北斗,2011/12/23 0:00:00,2018-11-02 22:48:39,112.7604,28.3718,已安装符合部标+北斗,是,2018-01-29,营运
3359,粤GJ3162,蓝色,普通货运,是,广东,湛江,麻章,麻章,G1045670,黄积强,,,,未知,,,0,0,未安装,否,2017-08-09,注销
3360,粤GE0608,黄色,重型货车,是,广东,湛江,雷州,雷城,G2004582,林家浩,1443364866,广东恒慧信息科技有限公司,10476,北斗,2017/4/17 17:37:15,2018-11-02 22:30:02,110.0574,20.9419,已安装符合部标+北斗,是,2018-08-15,营运
3361,粤G50489,黄色,重型货车,是,广东,湛江,赤坎,,G1030741,刘伟英,1443364872,湛江粤嘉电子科技有限公司,10765,北斗,2012/8/31 0:00:00,2018-11-02 22:47:37,110.2273,21.3546,已安装符合部标+北斗,是,2018-09-18,营运
3362,粤G50489,蓝色,,否,广东,湛江,,,,,1443364873,湛江市普耐德电子科技有限公司,10476,北斗,2016/1/4 15:08:55,2016/1/28 10:19:05,110.3717,21.338,已安装符合部标+北斗,是,,
3363,粤GE1936,黄色,重型货车,是,广东,湛江,遂溪,黄略,G6022463,谭真贤,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2018/2/13 10:39:39,2018-11-02 18:46:48,109.638,18.6271,已安装符合部标+北斗,是,2018-06-08,营运
3364,粤GE1936,蓝色,普通货运,是,广东,湛江,雷州,雷城,G2006609,吴志华,,,,未知,,2013/12/5 9:01:10,0,0,其他,是,2015-07-03,注销
3365,粤GE0605,黄色,重型货车,是,广东,湛江,雷州,,G2000964,冯锦仁,1443364866,广东恒慧信息科技有限公司,10383,北斗,2013/5/23 0:00:00,2018-11-02 22:48:51,112.9043,22.6282,已安装符合部标+北斗,是,2018-04-25,营运
3366,粤GE1937,黄色,重型货车,是,广东,湛江,霞山,,G1058738,林金龙,1443364880,湛江博佳电子科技有限公司,10765,北斗,2018/3/22 11:39:07,2018-11-02 22:48:57,110.4124,21.1896,已安装符合部标+北斗,是,2018-07-23,营运
3367,粤GJ3170,黄色,客运班车,是,广东,湛江,徐闻,徐城,G5000009,徐闻县湛闻汽车运输有限责任公司,1443364866,广东恒慧信息科技有限公司,10383,北斗,2011/12/30 0:00:00,2018-11-02 16:51:36,110.206,20.2789,已安装符合部标+北斗,是,2018-10-08,营运
3368,粤GJ3176,黄色,客运班车,是,广东,湛江,徐闻,海安,G5000003,广东双泰运输集团汽运有限公司,1443364866,广东恒慧信息科技有限公司,10890,北斗,2012/4/23 0:00:00,2018-11-02 01:55:37,110.1368,20.3718,已安装符合部标+北斗,是,2018-07-06,营运
3369,粤GC7669,黄色,重型货车,是,广东,湛江,霞山,,G1030112,吴燕葵,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2017/10/30 17:43:04,2018-11-02 22:48:54,110.2284,21.3447,已安装符合部标+北斗,是,2018-09-07,营运
3370,粤GC7669,黄色,重型货车,是,广东,湛江,霞山,,G1030112,吴燕葵,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2017/10/30 17:43:04,2018-11-02 22:48:54,110.2284,21.3447,已安装符合部标+北斗,是,2018-09-07,营运
3371,粤GJ3172,黄色,客运班车,是,广东,湛江,徐闻,徐城,G5000009,徐闻县湛闻汽车运输有限责任公司,1443364866,广东恒慧信息科技有限公司,10383,北斗,2011/12/30 0:00:00,2018-11-02 22:45:44,110.2058,20.2787,已安装符合部标+北斗,是,2018-02-11,营运
3372,粤GJ3173,黄色,客运班车,是,广东,湛江,徐闻,徐城,G5000009,徐闻县湛闻汽车运输有限责任公司,1443364866,广东恒慧信息科技有限公司,10383,北斗,2017/8/15 12:08:46,2018-11-02 20:41:23,110.4606,20.4287,已安装符合部标+北斗,是,2018-02-02,营运
3373,粤G51781,黄色,重型货车,是,广东,湛江,霞山,,G1011560,余卫,1443364874,湛江市东海恒诚交通科技有限公司,10005,JT808,2017/8/15 10:19:46,2018/10/31 10:51:26,110.343,21.2518,已安装符合部标,是,2018-01-15,营运
3374,粤G50450,黄色,重型货车,是,广东,湛江,赤坎,,G1057524,江前平,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2016/12/23 8:34:15,2018-11-02 22:48:51,109.2203,21.6744,已安装符合部标+北斗,是,2018-10-31,营运
3375,粤G50450,蓝色,,否,广东,湛江,,,,,1443233836,佛山市顺德区绿盾防盗器材设备有限公司,10006,JT808,2015/11/25 18:53:36,2015/11/25 11:02:33,110.343,21.2519,已安装符合部标,是,,
3376,粤GJ0903,黄色,重型货车,是,广东,湛江,雷州,,G2028683,蔡党,1443364875,广州航德信息科技有限公司,10476,北斗,2018/8/10 18:44:28,2018-11-02 22:49:49,109.9451,20.7055,已安装符合部标+北斗,是,,营运
3377,粤GJ0903,黄色,重型货车,是,广东,湛江,徐闻,和安,G5002408,卓富,,,,未知,2011/5/5 16:00:38,2018-11-02 22:49:49,109.9451,20.7055,其他,是,2010-07-08,注销
3378,粤GU4385,黄色,重型货车,是,广东,湛江,廉江,,G3348726,林培超,1443364866,广东恒慧信息科技有限公司,10476,北斗,2009/6/2 0:00:00,2018-11-02 22:49:53,110.3578,21.1593,已安装符合部标+北斗,是,2018-05-18,营运
3379,粤GE0633,黄色,重型货车,是,广东,湛江,雷州,客路,G2015981,刘星才,1443364875,广州航德信息科技有限公司,10476,北斗,2015/12/11 0:00:00,2018-11-02 22:50:17,111.8371,21.8836,已安装符合部标+北斗,是,2018-03-15,营运
3380,粤GE1965,黄色,重型货车,是,广东,湛江,雷州,,G2028271,蔡超华,1443364875,广州航德信息科技有限公司,10476,北斗,2018/6/4 16:21:07,2018-11-02 22:48:38,113.6905,22.7688,已安装符合部标+北斗,是,2018-06-05,营运
3381,粤GE1966,黄色,普通货运,是,广东,湛江,徐闻,徐城,G5003841,林文,1443364866,广东恒慧信息科技有限公司,10476,北斗,2018/6/8 15:39:19,2018-11-02 22:45:44,110.1812,20.319,已安装符合部标+北斗,是,,营运
3382,粤G49461,黄色,危险货运,是,广东,湛江,霞山,,G1028003,湛江富多煤气有限公司,1443364866,广东恒慧信息科技有限公司,10467,北斗,2012/4/11 0:00:00,2018-11-02 22:36:30,110.3807,21.1514,已安装符合部标+北斗,是,2018-01-16,营运
3383,粤G49461,蓝色,,否,广东,湛江,,,,,,,10467,北斗,2015/1/21 11:39:48,2017/12/24 15:12:51,110.3456,21.1403,已安装符合部标+北斗,是,,
3384,粤GE1963,黄色,重型货车,是,广东,湛江,遂溪,黄略,G6022463,谭真贤,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2018/2/13 10:38:41,2018-11-02 20:59:51,109.6348,18.6227,已安装符合部标+北斗,是,2018-02-14,营运
3385,粤GE1963,蓝色,普通货运,是,广东,湛江,霞山,,G1029606,上海佳吉快运有限公司湛江分公司,,,,未知,,2014/2/27 9:00:37,0,0,其他,是,2018-02-07,营运
3386,粤GJ3188,黄色,客运班车,是,广东,湛江,徐闻,徐城,G5000009,徐闻县湛闻汽车运输有限责任公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/8/15 12:07:14,2018-11-02 22:49:11,110.1587,20.3387,已安装符合部标+北斗,是,2018-08-29,营运
3387,粤GC7658,黄色,重型货车,是,广东,湛江,遂溪,城月,G6013320,唐妃明,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/11/13 14:13:09,2018-11-02 22:49:46,110.1271,21.1648,已安装符合部标+北斗,是,2018-08-17,营运
3388,粤GC7657,黄色,重型货车,是,广东,湛江,麻章,太平,G1048837,颜士超,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2017/11/17 9:52:46,2018-11-02 22:50:39,110.3753,21.2144,已安装符合部标+北斗,是,2018-08-10,营运
3389,粤G50469,黄色,重型货车,是,广东,湛江,廉江,,G3363855,朱元晓,1443364866,广东恒慧信息科技有限公司,10476,北斗,2018/8/27 15:23:25,2018-11-02 22:50:38,110.0978,21.4826,已安装符合部标+北斗,是,,营运
3390,粤GJ3183,黄色,客运班车,是,广东,湛江,徐闻,徐城,G5000001,广东省湛江汽车运输集团有限公司五0四车队,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/8/15 12:16:11,2018-11-02 21:17:47,110.1592,20.3383,已安装符合部标+北斗,是,2018-03-29,营运
3391,粤GJ3185,黄色,客运班车,是,广东,湛江,徐闻,徐城镇,G5000009,徐闻县湛闻汽车运输有限责任公司,1443364866,广东恒慧信息科技有限公司,10383,北斗,2012/1/9 0:00:00,2018-11-02 22:46:58,110.2087,20.2759,已安装符合部标+北斗,是,2018-05-23,营运
